name	cusip	firstyr	gvkey	lastyr	pdpco	pdpseq	begyr	endyr	match
"MICHIGAN RIVET CORP"	"594572"	1974	7324	2000	7324	1	1974	2000	
"MICHIGAN SUGAR"	"594729"	1960	7325	1983	7325	1	1960	1983	
"MICKELBERRY COMMUNICATIONS"	"594780"	1966	7326	1994	7326	1	1966	1994	0
"MICOM SYSTEMS INC"	"594787"	1980	7327	1987	7327	1	1980	1987	
"MICRO D INC"	"594825"	1982	7328	1987	7328	1	1982	1987	
"MICRO GENERAL CORP"	"594838"	1976	7329	2001	7329	1	1976	2001	1
"MICRO MASK INC"	"594853"	1974	7330	1988	7330	1	1974	1988	
"MICROS SYSTEMS INC"	"594901"	1980	7331	2006	7331	1	1980	2006	0
"MICRO BIO MEDICS INC"	"594903"	1984	7332	1996	7332	1	1984	1996	
"STREAMLOGIC CORP"	"863238"	1982	7333	1995	7333	1	1982	1995	1
"MICROFAST SOFTWARE CORP"	"594908"	1980	7334	1984	7334	1	1980	1984	
"MICRO SECURITY SYSTEMS INC"	"594911"	1984	7335	1993	7335	1	1984	1993	
"ION NETWORKS INC"	"46205P"	1983	7336	2006	7336	1	1983	2006	
"MICROBIOLOGICAL SCIENCES"	"595013"	1974	7337	1987	7337	1	1974	1987	
"MICROCOMPUTER MEMORIES INC"	"595028"	1984	7338	1984	7338	1	1984	1984	
"MICRODATA CORP"	"595034"	1971	7339	1978	7339	1	1971	1978	1
"MICRODOT INC"	"595050"	1960	7340	1974	7340	1	1960	1974	1
"MICRODYNE CORP"	"595067"	1974	7341	1998	7341	1	1974	1998	1
"MICRON CORP/TX"	"595098"	1980	7342	1989	7342	1	1980	1989	
"MICRON TECHNOLOGY INC"	"595112"	1983	7343	2006	7343	1	1983	2006	1
"MICROPAC INDUSTRIES INC"	"595135"	1974	7344	2006	7344	1	1974	2006	0
"LEARNING CO INC"	"522008"	1983	7345	1998	7345	1	1983	1998	
"MICROSEMI CORP"	"595137"	1979	7346	2006	7346	1	1979	2006	1
"MICROSONICS CORP"	"595138"	1979	7347	1982	7347	1	1979	1982	1
"MICROSIZE INC"	"59514D"	1983	7348	1988	7348	1	1983	1988	1
"MICROTRON INDUSTRIES INC"	"595146"	1974	7349	1982	7349	1	1974	1982	0
"MICROWAVE FILTER CO INC"	"595176"	1983	7350	2006	7350	1	1983	2006	
"MICROWAVE SEMICONDUCTOR CORP"	"595177"	1972	7351	1978	7351	1	1972	1978	1
"MID-AMERICA INDS"	"595185"	1972	7352	1987	7352	1	1972	1987	
"MID-AMERICA PETROLEUM INC"	"595215"	1979	7353	1984	7353	1	1979	1984	
"MID-AMERICA PUBLISHING CORP"	"595222"	1974	7354	1982	7354	1	1974	1982	
"MID-AMERICAN LINES INC"	"595228"	1974	7355	1990	7355	1	1974	1990	
"MID-CONTINENT SYSTEMS INC"	"595378"	1974	7356	1982	7356	1	1974	1982	
"CHORUS COMMUNICATION GRP LTD"	"170407"	1976	7357	2000	7357	1	1976	2000	
"MID PAC AIR CORP"	"59541D"	1981	7358	1988	7358	1	1981	1988	
"MID-SOUTH CORP"	"595430"	1974	7359	1988	7359	1	1974	1988	
"MID-STATE RACEWAY INC"	"595492"	1973	7360	2003	7360	1	1973	2003	
"MID-TEXAS COMMUNICATIONS SYS"	"595520"	1970	7361	1974	7361	1	1970	1974	
"MIDAS INTL CORP-CL A"	"595628"	1961	7362	1970	7362	1	1961	1970	1
"MIDCON CORP"	"595639"	1982	7363	1985	7363	2	1982	1985	1
"MIDCON INDUSTRIES INC"	"595642"	1974	7364	1980	7363	1	1974	1980	1
"SYSTEM ENERGY RESOURCES INC"	"871911"	1985	7365	2006	7365	1	1985	2006	
"ENTERGY CORP"	"29364G"	1951	7366	2006	7366	1	1951	2006	1
"MICROWAVE POWER DEVICES INC"	"595901"	1974	7367	1980	7367	1	1974	1980	1
"MIDDLESEX WATER CO"	"596680"	1974	7368	2006	7368	1	1974	2006	
"MIDLAND CO"	"597486"	1967	7369	2006	7369	1	1967	2006	
"MIDLAND ENTERPRISES INC"	"597511"	1974	7370	2001	7370	1	1974	2001	1
"MIDLAND GLASS CO"	"597521"	1972	7371	1983	7371	1	1972	1983	1
"MIDLAND RESOURCES INC"	"597707"	1974	7372	1983	7372	1	1974	1983	
"MIDLAND-ROSS CORP"	"597715"	1950	7373	1985	7373	1	1950	1985	1
"MIDLAND SOUTHWEST CORP"	"597740"	1976	7374	1986	7374	1	1976	1986	
"MIDLANTIC CORP"	"59780E"	1966	7375	1994	7375	1	1966	1994	0
"MIDNITE MINES INC"	"598019"	1973	7377	1991	7377	1	1973	1991	
"MIDTEX INC"	"598053"	1966	7378	1972	7378	1	1966	1972	0
"MIDWAY AIRLINES INC"	"598130"	1980	7379	1990	7379	1	1980	1990	
"MIDAMERICAN ENERGY HLDG-OLD"	"595920"	1951	7380	1998	13427	1	1951	1984	
"MIDWEST EXPLORATION INC"	"598323"	1981	7381	1986	7381	1	1981	1986	
"MIDWEST OIL CORP"	"598342"	1951	7382	1971	7382	1	1951	1971	
"MIDWEST REALTY & FINANCE INC"	"598372"	1974	7383	1991	7383	1	1974	1991	
"MIDWEST RUBBER RECLAIMING CO"	"598376"	1963	7384	1974	7384	1	1963	1974	
"MIDWESTERN COS"	"598424"	1981	7385	1982	7385	1	1981	1982	
"MIDWESTERN DISTRIBUT  -CL A"	"598438"	1968	7386	1980	7386	1	1968	1980	
"MIDWESTERN GAS TRANSMISSN CO"	"598461"	1977	7387	1986	7387	1	1977	1986	0
"MIDWESTERN RESOURCES INC"	"598490"	1980	7388	1981	7388	1	1980	1981	
"MIKROS SYSTEMS CORP"	"598626"	1979	7389	2006	7389	1	1979	2006	1
"MILASTAR CORP"	"599100"	1980	7390	2005	7390	1	1980	2005	0
"MILE HIGH KENNEL CLUB  -CL A"	"599207"	1973	7391	1989	7391	1	1973	1989	
"MILES LABORATORIES INC"	"599292"	1975	7392	1986	7392	1	1975	1986	1
"MILES SAMUELSON INC"	"599309"	1968	7393	1972	7393	1	1968	1972	
"MILGO ELECTRONIC CORP"	"599734"	1960	7394	1976	7394	1	1960	1976	1
"MILGRAY ELECTRONICS INC"	"599751"	1974	7395	1996	7395	1	1974	1996	0
"MILLCREST PRODUCTS CORP"	"600317"	1960	7397	1972	7397	1	1960	1972	0
"WESTBRAE NATURAL INC"	"957150"	1982	7398	1996	7398	1	1982	1996	0
"MILLER (H.) & SONS INC"	"600370"	1968	7399	1983	7399	1	1968	1983	
"MILLER BROTHERS INDUSTRIES"	"600400"	1961	7400	1983	7400	1	1961	1983	
"MILLER (HERMAN) INC"	"600544"	1972	7401	2005	7401	1	1972	2005	1
"MILLER INDUSTRIES INC"	"600548"	1976	7402	2005	7402	1	1976	2005	1
"MILLER MEDICAL ELECTRONICS"	"600553"	1974	7403	1981	7403	1	1974	1981	
"MILLER (HENRY S.) RLTY TRUST"	"600591"	1974	7404	1982	7404	1	1974	1982	
"MILLER SHOE INDUSTRIES INC"	"600595"	1973	7405	1983	7405	1	1973	1983	
"INTL FIBERCOM INC"	"45950T"	1979	7406	2000	7406	1	1979	2000	
"MILLER-WOHL CO"	"600633"	1966	7407	1983	7407	1	1966	1983	
"MILLICOM INC"	"600813"	1980	7408	1992	30024	1	1980	1991	
"MILLIPORE CORP"	"601073"	1963	7409	2006	7409	1	1963	2006	1
"MILLMASTER ONYX CORP"	"601107"	1963	7410	1973	7410	1	1963	1973	1
"MILLS JENNINGS CO"	"601150"	1974	7411	1990	7411	1	1974	1990	
"MILO ELECTRONICS CORP"	"601566"	1960	7412	1969	7412	1	1960	1969	
"MILTON BRADLEY CO"	"601753"	1960	7413	1983	7413	1	1960	1983	1
"MILTON ROY CO"	"602108"	1965	7415	1989	7415	1	1965	1989	1
"MILTOPE GROUP INC"	"602191"	1984	7416	2002	7416	1	1984	2002	1
"MILWAUKEE PRO SPORTS & SVCS"	"602319"	1973	7417	1978	7417	1	1973	1978	
"MINCOMP CORP"	"602537"	1980	7418	1984	7418	1	1980	1984	0
"MINDEN OIL & GAS"	"602562"	1983	7419	1985	7419	1	1983	1985	
"MINE SAFETY APPLIANCES CO"	"602720"	1967	7420	2006	7420	1	1967	2006	1
"MINER INDUSTRIES INC"	"602805"	1961	7421	1975	7421	1	1961	1975	
"EXCO RESOURCES INC"	"269279"	1981	7422	2006	7422	1	1981	2006	
"MINERAL ENERGY INC"	"602831"	1979	7423	1981	7423	1	1979	1981	
"COCA MINES INC"	"191240"	1974	7424	1990	7424	1	1974	1990	
"MINERALS WEST INC"	"603168"	1977	7425	1985	7425	1	1977	1985	
"MINEX RESOURCES INC"	"603470"	1981	7426	1996	7426	1	1981	1996	
"AMERICUS MANAGEMENT CORP"	"030687"	1973	7427	1991	7427	1	1973	1991	
"MINI INTL CORP"	"603593"	1984	7428	1985	7428	1	1984	1985	
"MINI MART CORP"	"603594"	1974	7429	1983	7429	1	1974	1983	
"NEVADA CHEMICALS INC"	"64127C"	1983	7430	2006	7430	1	1983	2006	
"MINISCRIBE CORP"	"603669"	1982	7431	1989	7431	1	1982	1989	1
"MINNEAPOLIS SHAREHOLDERS CO"	"603835"	1950	7432	1974	7432	1	1950	1974	
"MINNEGASCO INC"	"603844"	1964	7433	1989	7433	1	1964	1989	0
"MINNESOTA FABRICS"	"604031"	1970	7434	1983	7434	1	1970	1983	
"3M CO"	"88579Y"	1950	7435	2006	7435	1	1950	2006	1
"MINNESOTA OHIO OIL CORP"	"604100"	1973	7436	1983	7436	1	1973	1983	
"ALLETE INC"	"018522"	1951	7437	2006	7437	1	1951	2006	0
"MINNETONKA CORP"	"604161"	1967	7438	1988	7438	1	1967	1988	1
"MINNS (L.E.) & CO"	"604253"	1974	7439	1979	7439	1	1974	1979	0
"MINSTAR INC"	"604442"	1966	7440	1993	7440	1	1966	1993	0
"MINUTE MAN OF AMERICA INC"	"604535"	1974	7441	1992	7441	1	1974	1992	
"MIRACLE PET PRODUCTS INC"	"604611"	1961	7442	1969	7442	1	1961	1969	
"MIRACLE RECREATION EQUIPMENT"	"604616"	1974	7443	1990	7443	1	1974	1990	
"MIRRO CORP"	"604739"	1960	7444	1982	7444	1	1960	1982	1
"SOUTHERN INVT SERVICES INC"	"843235"	1974	7445	2004	7445	1	1974	2004	
"MISSION INSURANCE GROUP INC"	"605080"	1975	7446	1985	7446	1	1975	1985	
"MISSION WEST PROPERTIES INC"	"605203"	1972	7447	2006	7447	1	1972	2006	
"MISSISSIPPI CHEMICAL CORP"	"605288"	1974	7448	2004	7448	1	1974	2004	1
"ENTERGY MISSISSSIPPI"	"29364N"	1964	7449	2006	7449	1	1964	2006	0
"MISSISSIPPI POWER"	"60599X"	1964	7450	2006	7450	1	1964	2006	
"MISSISSIPPI RIVER TRANSMIS"	"605536"	1973	7451	1985	7451	1	1973	1985	0
"MISSISSIPPI VALLEY AIRLN INC"	"605710"	1982	7452	1984	7452	1	1982	1984	
"MISSISSIPPI VALLEY GAS CO"	"605741"	1958	7453	1983	7453	1	1958	1983	
"MISSOURI BEEF PACKERS INC"	"606011"	1966	7454	1973	7454	1	1966	1973	
"MISSOURI EDISON"	"606045"	1964	7455	1982	7455	1	1964	1982	
"MISSOURI KANS TEX RAILROAD"	"606113"	1982	7456	1987	7456	1	1982	1987	
"MISSOURI PACIFIC CORP"	"606191"	1960	7457	1981	7457	1	1960	1981	
"MISSOURI PACIFIC RR"	"606198"	1974	7458	1995	7458	1	1974	1995	
"MISSOURI PORTLAND CEMENT CO"	"606215"	1950	7459	1976	7459	1	1950	1976	1
"MISSOURI POWER & LIGHT"	"606232"	1964	7460	1982	7460	1	1964	1982	
"MRL INC"	"553469"	1973	7461	1995	7461	1	1973	1995	
"MISSOURI UTILITIES"	"606385"	1958	7462	1982	7462	1	1958	1982	
"PERFORMANCE INDUSTRIES INC"	"71375T"	1982	7463	1998	7463	1	1982	1998	1
"JAMCO LTD"	"470236"	1968	7464	1990	7464	1	1968	1990	1
"MRS SMITHS PIE CO"	"606500"	1971	7465	1975	7465	1	1971	1975	
"MITCHELL ENERGY & DEV"	"606592"	1971	7466	2000	7466	1	1971	2000	1
"MITE CORP"	"606708"	1962	7468	1984	7468	1	1962	1984	1
"ZARLINK SEMICONDUCTOR INC"	"989139"	1978	7469	2006	7469	1	1978	2006	1
"MATRIX MEMBRANES INC"	"576843"	1982	7470	1989	7470	1	1982	1989	
"MITSUI & CO LTD  -ADR"	"606827"	1973	7471	2005	7471	1	1973	2005	1
"MIZEL PETROLEUM RESOURCES"	"606902"	1980	7472	1983	7472	1	1980	1983	0
"MOBIL ALASKA PIPELINE CO"	"607056"	1974	7474	1982	7474	1	1974	1982	
"MOBIL CORP"	"607059"	1950	7475	1998	7475	1	1950	1998	1
"MOBIL OIL CORP"	"607080"	1976	7476	1985	7476	1	1976	1985	1
"MOBILE COMMUNICATIONS  -CL B"	"607243"	1974	7477	1988	7477	1	1974	1988	
"MOBILE GAS SERVICE CORP"	"607369"	1977	7478	1997	7478	1	1977	1997	
"MHI GROUP INC"	"552925"	1968	7479	1994	7479	1	1968	1994	
"MOD-U-KRAF HOMES INC"	"607496"	1974	7480	1999	7480	1	1974	1999	
"MOCON INC"	"607494"	1979	7481	2006	7481	1	1979	2006	1
"MODERN DIVERSIFIED INDS INC"	"607582"	1974	7482	1980	7482	1	1974	1980	
"MODERN FOODS INC"	"607590"	1964	7483	1971	7483	1	1964	1971	
"MODERN MAID FOOD PRODUCTS"	"607650"	1969	7484	1976	7484	1	1969	1976	1
"MODERN MERCHANDISING"	"607662"	1971	7485	1981	7485	1	1971	1981	
"MODINE MANUFACTURING CO"	"607828"	1962	7486	2006	7486	1	1962	2006	1
"MODULAIRE INDS"	"607832"	1984	7487	1986	7487	1	1984	1986	
"AMTECH INTERNATIONAL"	"032330"	1973	7488	1978	7488	1	1973	1978	
"MODULINE INTERNATIONAL INC"	"607907"	1973	7489	1986	7489	1	1973	1986	0
"MODULAR COMPUTER SYSTEMS"	"607908"	1973	7490	1985	7490	1	1973	1985	1
"MOBOT CORP"	"607910"	1980	7491	1983	7491	1	1980	1983	1
"MOBILAND INC"	"607990"	1974	7492	1979	7492	1	1974	1979	0
"MOGEN DAVID KOSHER MEAT PROD"	"608005"	1974	7493	1987	7493	1	1974	1987	1
"MOGUL CORP"	"608013"	1967	7494	1976	7494	1	1967	1976	1
"MOHASCO CORP"	"608030"	1956	7495	1988	7495	1	1956	1988	1
"MOHAWK AIRLINES INC"	"608149"	1960	7496	1970	7496	1	1960	1970	
"QANTEL CORP"	"746906"	1966	7497	1990	7497	1	1966	1990	1
"MOHAWK RUBBER CO"	"608302"	1950	7502	1982	7502	1	1950	1982	
"MOLECULAR BIOSYSTEMS INC"	"608513"	1982	7503	1999	7503	1	1982	1999	1
"MGI PHARMA INC"	"552880"	1981	7504	2006	7504	1	1981	2006	1
"FAULDING INC"	"312024"	1983	7505	1997	7505	1	1983	1997	1
"MOLEX INC"	"608554"	1973	7506	2006	7506	1	1973	2006	1
"MOLYBDENITE CORP OF CANADA"	"608727"	1960	7508	1970	7508	1	1960	1970	0
"MOLYCORP INC"	"608744"	1950	7509	1976	7509	1	1950	1976	0
"MONARCH SERVICES INC"	"609176"	1976	7510	2005	7510	1	1976	2005	
"MONARCH CAPITAL CP-OLD"	"60999X"	1972	7511	1989	7511	1	1972	1989	
"MONARCH CEMENT CO"	"609031"	1974	7512	2006	7512	1	1974	2006	
"MONARCH INDUSTRIES"	"609082"	1968	7513	1981	7513	1	1968	1981	
"MONARCH INFORMATION SVCS INC"	"609090"	1982	7514	1983	7514	1	1982	1983	
"GENESIS WORLDWIDE INC"	"37184G"	1950	7515	2000	7515	1	1950	2000	1
"MONARCH TILE MANUFACTURING"	"609184"	1974	7516	1987	7516	1	1974	1987	
"MONARK BOAT CO"	"609189"	1974	7517	1982	7517	1	1974	1982	
"MONCHIK-WEBER CORP"	"609192"	1980	7518	1983	7518	1	1980	1983	0
"MONETARY REALTY TRUST"	"609295"	1978	7520	1987	7520	1	1978	1987	
"MONFORT OF COLORADO INC"	"609348"	1969	7521	1986	7521	1	1969	1986	1
"MONITERM CORP"	"609395"	1984	7522	1990	7522	1	1984	1990	1
"MONITOR TECHNOLOGIES INC"	"609414"	1974	7523	1988	7523	1	1974	1988	
"MONMOUTH PARK JOCKEY CLUB"	"609711"	1960	7524	1984	7524	1	1960	1984	
"MONMOUTH RE INVEST CP  -CL A"	"609720"	1974	7525	2006	7525	1	1974	2006	
"QUIDEL CORP"	"74838J"	1980	7526	2006	7526	1	1980	2006	1
"MONOGRAM INDUSTRIES INC"	"609762"	1960	7527	1988	7527	1	1960	1988	1
"MONOGRAM OIL & GAS INC"	"609778"	1982	7528	1989	7528	1	1982	1989	
"MONOLITH PORTLAND CEMENT CO"	"609813"	1975	7529	1987	7529	1	1975	1987	
"MONOLITH PORTLAND MIDWEST CO"	"609830"	1974	7530	1977	7530	1	1974	1977	
"MONOLITHIC MEMORIES INC"	"609836"	1979	7531	1986	7531	1	1979	1986	1
"MONEY MANAGEMENT CORP"	"609903"	1978	7532	1985	7532	1	1978	1985	
"MONONGAHELA POWER"	"61099Y"	1964	7533	2006	7533	1	1964	2006	0
"MONROE AUTO EQUIPMENT CO"	"610304"	1950	7534	1976	7534	1	1950	1976	1
"MONROE GROUP INC"	"610889"	1969	7535	1973	7535	1	1969	1973	
"PHARMACIA CORP"	"71713U"	1950	7536	2002	7536	1	1950	2002	1
"MONTANA POWER CO"	"612085"	1951	7537	2000	7537	1	1951	2000	1
"MONTEBELLO FURNITURE INDS"	"612301"	1974	7538	1985	7538	1	1974	1985	
"MONTEJAS ENERGY RES INC"	"612384"	1981	7539	1982	7539	1	1981	1982	0
"MONTEREY LIFE SYSTEMS INC"	"612504"	1969	7540	1974	7540	1	1969	1974	
"MONTAUP ELECTRIC CO"	"61299Y"	1973	7542	1990	7542	1	1973	1990	0
"MONTGOMERY WARD HLDG  -CL A"	"61499Y"	1974	7544	1998	7544	1	1974	1998	
"MONTGOMERY WARD CREDIT CORP"	"614240"	1974	7545	1987	7545	1	1974	1987	
"MONUMENT ENERGY SERVICES"	"615312"	1976	7546	1983	7546	1	1976	1983	
"MONUMENTAL CORP"	"615318"	1972	7547	1985	7547	1	1972	1985	
"MYM LIQUIDATING TRUST"	"554050"	1970	7548	1992	7548	1	1970	1992	
"MOOG INC  -CL A"	"615394"	1960	7549	2006	7549	1	1960	2006	1
"MOORE (SAMUEL) & CO"	"615598"	1963	7550	1977	7550	1	1963	1977	
"MOORE (BENJAMIN) & CO"	"615649"	1978	7551	1999	7551	1	1978	1999	1
"MOORE CLEAR CO"	"615658"	1974	7552	1978	7552	1	1974	1978	
"WEST ONE BANCORP"	"954828"	1974	7553	1994	7553	1	1974	1994	
"MOORE WALLACE INC"	"615857"	1950	7554	2003	7554	1	1950	2003	1
"MOORE MCCORMACK RESOURCES"	"615798"	1950	7555	1987	7555	1	1950	1987	1
"MOORE MEDICAL CORP"	"615799"	1972	7556	2003	7556	1	1972	2003	
"MOORE PRODUCTS CO"	"615836"	1960	7557	1998	7557	1	1960	1998	1
"MOR-FLO INDS"	"616350"	1970	7558	1991	7558	1	1970	1991	1
"MORAGA CORP"	"616434"	1978	7559	1984	7559	1	1978	1984	0
"MORAN ENERGY INC"	"616457"	1972	7560	1983	7560	1	1972	1983	
"SUMMA INDUSTRIES"	"86562T"	1974	7561	2005	7561	1	1974	2005	
"MORGAN (J P) & CO"	"616880"	1959	7562	1999	7562	1	1959	1999	
"MORGAN ADHESIVES CO"	"616884"	1970	7563	1980	7563	1	1970	1980	1
"MORGAN KEEGAN INC"	"617410"	1982	7564	2000	7564	1	1982	2000	
"MORLAN INTERNATIONAL INC"	"617639"	1978	7565	1986	7565	1	1978	1986	0
"RUBY TUESDAY INC"	"781182"	1963	7566	2005	7566	1	1963	2005	
"MORRISON KNUDSEN CORP OLD"	"618447"	1950	7567	1995	7567	1	1950	1995	
"MORSE ELECTRO PRODUCTS CORP"	"619041"	1973	7568	1983	7568	1	1973	1983	1
"MOACQ HOLDINGS CP  -CL A"	"606865"	1961	7570	1988	7570	1	1961	1988	0
"VALUE PROPERTY TRUST"	"919904"	1972	7571	1997	7571	1	1972	1997	
"MGI PROPERTIES"	"552885"	1963	7572	1999	7572	1	1963	1999	
"MORTON COS INC"	"619170"	1965	7573	1981	7573	1	1965	1981	
"CORDANT TECHNOLOGIES INC"	"218412"	1961	7574	1999	7574	1	1961	1999	1
"MORGANS FOODS INC"	"616900"	1967	7575	2005	7575	1	1967	2005	
"VERAMARK TECHNOLOGIES INC"	"923351"	1984	7576	2006	7576	1	1984	2006	0
"MOSELEY HOLDING CORP"	"619547"	1969	7577	1987	7577	1	1969	1987	
"MOSINEE PAPER CORP"	"619600"	1962	7578	1996	7578	1	1962	1996	1
"MOSTEK CORP"	"619711"	1972	7579	1978	7579	1	1972	1978	1
"MOTCH & MERRYWEATHER MCHY CO"	"619721"	1967	7580	1978	7580	1	1967	1978	1
"MOTION INDUSTRIES INC"	"619787"	1972	7581	1975	7581	1	1972	1975	
"MOTO PHOTO INC"	"619821"	1983	7582	2001	7582	1	1983	2001	
"MOTOR COILS MANUFACTURING CO"	"619857"	1974	7583	1983	7583	1	1974	1983	
"MOTOR HOMES OF AMERICA INC"	"619895"	1973	7584	1979	7584	1	1973	1979	
"MOTOROLA INC"	"620076"	1950	7585	2006	7585	1	1950	2006	1
"MOTTS HOLDINGS INC"	"620124"	1961	7586	1998	7586	1	1961	1998	
"MOULDINGS INC"	"620178"	1967	7587	1977	7587	1	1967	1977	
"MOUNT VERNON MILLS INC"	"623555"	1960	7588	1981	7588	1	1960	1981	1
"QUESTAR PIPELINE CO"	"74836H"	1984	7589	2006	7589	1	1984	2006	
"QUESTAR GAS CO"	"74899X"	1973	7590	2006	7590	1	1973	2006	
"MOUNTAIN MEDICAL EQUIPMENT"	"624220"	1980	7591	1992	7591	1	1980	1992	1
"MOUNTAIN STATES RESOURCES CP"	"624280"	1975	7592	1988	7592	1	1975	1988	
"U S WEST COMMUNICATIONS INC"	"912920"	1950	7593	1994	7593	1	1950	1994	1
"MOUNTAINS WEST EXPLOR INC"	"624516"	1980	7594	1984	7594	1	1980	1984	0
"MOVIE STAR INC  -CL A"	"624590"	1960	7595	1986	9402	1	1960	1967	
"MOVIE SYSTEMS INC"	"624595"	1980	7596	1984	7596	1	1980	1984	
"MOVIELAB INC"	"624607"	1965	7597	1987	7597	1	1965	1987	
"MOXA ENERGY CORP"	"624683"	1980	7598	1984	7598	1	1980	1984	
"MOXIE INDUSTRIES INC"	"624710"	1974	7599	1987	7599	1	1974	1987	
"MOXON INC"	"624715"	1973	7600	1978	7600	1	1973	1978	0
"MOYCO TECHNOLOGIES INC"	"624720"	1974	7601	2002	7601	1	1974	2002	1
"MUELLER (PAUL) CO"	"624752"	1968	7602	2003	7602	1	1968	2003	1
"MUIRFIELD LTD"	"624990"	1976	7603	1985	7603	1	1976	1985	
"MULTI-AMP CORP"	"625370"	1960	7604	1976	7604	1	1960	1976	1
"MULTI OPERATIONS INC"	"625428"	1977	7605	1988	7605	1	1977	1988	
"MULTI SOLUTIONS INC"	"625430"	1983	7606	2001	7606	1	1983	2001	
"MULTIBANK FINANCIAL"	"625434"	1983	7607	1992	7607	1	1983	1992	0
"MULTICOM CORP"	"625436"	1975	7608	1981	7608	1	1975	1981	
"MULTIMEDIA INC"	"62545K"	1971	7609	1994	7609	1	1971	1994	
"MULTIVEST INC"	"625465"	1974	7610	1982	7615	1	1974	1982	0
"MULTIVOX CORP OF AMERICA"	"625469"	1973	7611	1983	7611	1	1973	1983	0
"MULTNOMAH KENNEL CLUB  -CL A"	"625744"	1974	7612	1990	7612	1	1974	1990	0
"MULTRONICS INC"	"625761"	1974	7613	1979	7613	1	1974	1979	
"MULTI-TECH CORP"	"625904"	1983	7614	1987	7614	1	1983	1987	1
"MULTIVEST CORP"	"625906"	1984	7615	1989	7615	2	1984	1989	0
"MUNFORD INC"	"626144"	1966	7616	1987	7616	1	1966	1987	
"PREMIUMWEAR INC"	"740909"	1950	7617	1999	7617	1	1950	1999	1
"MURPHY (G.C.) CO"	"626643"	1950	7618	1984	7618	1	1950	1984	
"MURPHY INDUSTRIES INC"	"626697"	1960	7619	1985	7619	1	1960	1985	1
"MURPHY OIL CORP"	"626717"	1950	7620	2006	7620	1	1950	2006	1
"MURPHY PAC MARINE SALVG-CL B"	"626745"	1973	7622	1977	7622	1	1973	1977	0
"MURRAY MORTGAGE INVESTORS"	"627146"	1974	7623	1983	7623	1	1974	1983	
"MURRAY OHIO MFG CO"	"627151"	1960	7624	1987	7624	1	1960	1987	1
"MUSE AIR CORP"	"627482"	1981	7626	1984	7626	1	1981	1984	
"MUSIC FAIR ENTERPRISES INC"	"627525"	1974	7627	1982	7627	1	1974	1982	
"MUSTANG COS INC"	"628190"	1982	7628	1989	7628	1	1982	1989	
"MUTER CO"	"628220"	1960	7629	1970	7629	1	1960	1970	0
"FIRST MUTUAL INC"	"320931"	1974	7630	1998	7630	1	1974	1998	
"MUTUAL OIL OF AMERICA INC"	"628300"	1974	7631	1984	7631	1	1974	1984	
"INTERGROUP CORP"	"458685"	1974	7632	2006	7632	1	1974	2006	
"MUTUAL WHOLESALE DRUG CO"	"628442"	1977	7633	1978	7633	1	1977	1978	
"MUTZ CORP"	"628443"	1973	7634	1979	7634	1	1973	1979	1
"MYR GROUP INC"	"554053"	1968	7635	1999	7635	1	1968	1999	
"MYERS INDUSTRIES INC"	"628464"	1971	7636	2006	7636	1	1971	2006	1
"MYLAN LABORATORIES INC"	"628530"	1973	7637	2006	7637	1	1973	2006	1
"MYLEE DIGITAL SCIENCES INC"	"628537"	1974	7638	1987	7638	1	1974	1987	
"MYLES (LEE) CORP"	"628543"	1973	7639	1977	7639	1	1973	1977	
"MYLEX CORP"	"628546"	1984	7640	1998	7640	1	1984	1998	1
"BANCFLORIDA FINANCIAL CORP"	"059451"	1993	7641	1993	7641	1	1993	1993	0
"NBI INC"	"628735"	1980	7642	2002	7642	1	1980	2002	
"NCA CORP"	"628787"	1980	7643	1986	7643	1	1980	1986	1
"NCC INDUSTRIES INC"	"628834"	1974	7644	1996	7644	1	1974	1996	
"NCD FINANCIAL INC"	"628845"	1974	7645	1984	7645	1	1974	1984	
"NCH CORP"	"628850"	1964	7646	2000	7646	1	1964	2000	1
"BANK OF AMERICA CORP"	"060505"	1959	7647	2006	7647	1	1959	2006	1
"NCR CORP"	"62886E"	1950	7648	2006	7648	1	1950	2006	1
"ND RESOURCES INC"	"628885"	1973	7649	1989	7649	1	1973	1989	
"FIRST CHICAGO NBD CORP"	"31945A"	1963	7650	1997	7650	1	1963	1997	
"NSI INC"	"628904"	1969	7651	1981	7651	1	1969	1981	1
"NEC CORP  -ADR"	"629050"	1975	7652	2006	7652	1	1975	2006	1
"NFA CORP"	"629094"	1983	7653	1984	7653	1	1983	1984	1
"NFD INC"	"629098"	1976	7654	1983	7654	1	1976	1983	1
"NFS SERVICES INC"	"629116"	1975	7655	1980	7655	1	1975	1980	
"NI INDUSTRIES INC"	"629135"	1983	7656	1983	7656	1	1983	1983	1
"NLI CORP"	"629153"	1981	7657	1981	7657	1	1981	1981	
"NL INDUSTRIES"	"629156"	1950	7658	2006	7658	1	1950	2006	1
"NLT CORP"	"629161"	1968	7659	1982	7659	1	1968	1982	
"MILLENNIUM BIOTECH GROUP INC"	"60038H"	1974	7660	2005	7660	1	1974	2005	
"NMS INDUSTRIES INC"	"629257"	1961	7661	1972	7661	1	1961	1972	
"BIOMERICA INC"	"09061H"	1978	7662	2005	7662	1	1978	2005	1
"NP ENERGY CORP"	"629362"	1978	7663	1990	7663	1	1978	1990	
